Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1610612759,0022201214,"APR 08, 2023",SAS vs. MIN,L,21,60,0.259,240,50,95,0.526,13,29,0.448,18,24,0.75,10,35,45,34,5,4,13,16,131
1610612759,0022201199,"APR 06, 2023",SAS vs. POR,W,21,59,0.263,240,47,106,0.443,10,35,0.286,25,28,0.893,18,29,47,29,9,4,14,12,129
1610612759,0022201188,"APR 04, 2023",SAS @ PHX,L,20,59,0.253,240,35,90,0.389,13,40,0.325,11,14,0.786,9,29,38,25,7,5,12,16,94
1610612759,0022201170,"APR 02, 2023",SAS @ SAC,W,20,58,0.256,265,52,98,0.531,13,34,0.382,25,29,0.862,14,38,52,31,8,3,17,25,142
1610612759,0022201158,"MAR 31, 2023",SAS @ GSW,L,19,58,0.247,240,42,91,0.462,15,38,0.395,16,23,0.696,14,32,46,27,8,4,13,20,115
1610612759,0022201143,"MAR 29, 2023",SAS vs. UTA,L,19,57,0.25,240,45,95,0.474,10,35,0.286,17,21,0.81,9,30,39,31,10,4,15,16,117
1610612759,0022201116,"MAR 26, 2023",SAS @ BOS,L,19,56,0.253,240,36,97,0.371,8,36,0.222,13,18,0.722,3,35,38,22,7,0,10,16,93
1610612759,0022201098,"MAR 24, 2023",SAS @ WAS,L,19,55,0.257,240,51,101,0.505,13,38,0.342,9,15,0.6,11,30,41,35,4,4,5,21,124
1610612759,0022201089,"MAR 22, 2023",SAS @ MIL,L,19,54,0.26,240,36,93,0.387,9,39,0.231,13,20,0.65,8,38,46,26,7,6,19,21,94
1610612759,0022201080,"MAR 21, 2023",SAS @ NOP,L,19,53,0.264,240,30,87,0.345,13,41,0.317,11,19,0.579,10,27,37,22,8,3,14,19,84
1610612759,0022201065,"MAR 19, 2023",SAS vs. ATL,W,19,52,0.268,240,51,94,0.543,14,28,0.5,10,16,0.625,10,31,41,26,9,5,12,18,126
1610612759,0022201052,"MAR 17, 2023",SAS vs. MEM,L,18,52,0.257,265,39,98,0.398,20,52,0.385,22,29,0.759,16,38,54,31,11,4,19,19,120
1610612759,0022201040,"MAR 15, 2023",SAS vs. DAL,L,18,51,0.261,265,49,107,0.458,15,34,0.441,15,26,0.577,16,31,47,26,7,4,10,30,128
